hcp_id,specialty,tier,years_practice,historical_email_opens,historical_msl_calls,digital_engagement_score,publication_downloads,webinar_attendance,treatment,scientific_score
101453,Endocrinology,A,25,6,1,51.827321036070344,4,4,0,67.31046274504074
101454,Cardiology,B,3,6,2,66.61731614809983,3,3,0,63.56324749355572
101455,Oncology,C,19,11,0,46.95777341739636,4,0,1,61.223370919049714
101456,Endocrinology,A,17,5,4,66.78725658403685,3,0,0,64.83685485973916
101457,Neurology,B,31,8,2,74.62812288267537,3,3,0,72.53676353289462
101458,Neurology,B,11,6,2,76.76060561364663,7,2,0,74.72581081938344
101459,Oncology,C,5,12,3,66.06110433308838,2,0,0,70.05437458985979
101460,Neurology,C,25,7,1,73.04893047904632,2,4,1,84.81255077850723
101461,Oncology,B,2,5,2,42.7610395519424,4,1,1,53.7538138279517
101462,Neurology,A,26,8,0,69.14170043429411,3,0,0,56.51910513617972
101463,Oncology,B,30,8,2,87.6582386404472,1,1,1,76.40619522740823
101464,Neurology,B,26,6,6,37.0350393081181,3,2,0,62.63500034601404
101465,Endocrinology,B,28,12,7,73.81719854525711,4,0,0,95.27990104245592
101466,Oncology,A,6,5,1,66.80843948573961,2,2,0,51.901078964117445
101467,Endocrinology,A,23,8,2,80.52452472594918,3,4,0,96.02372894854446
101468,Oncology,B,20,9,2,43.28494841481072,3,3,0,62.23066343588327
101469,Endocrinology,B,23,7,0,46.692561588030834,5,4,0,68.69568635048681
101470,Neurology,C,9,10,0,81.3355052881412,5,4,0,89.42451961374114
101471,Cardiology,A,26,7,3,33.569400430381705,5,1,0,55.81082578699053
101472,Neurology,B,28,12,0,33.80672208428385,5,3,0,66.75926633837767
101473,Endocrinology,C,20,5,5,74.64050464242287,6,0,0,84.64427459226454
101474,Oncology,B,30,10,3,25.089084116217233,4,3,0,63.45874522309207
101475,Oncology,C,30,4,4,65.99949315604962,4,1,1,65.99773123279326
101476,Neurology,A,17,10,1,31.7257288027553,0,0,0,46.47203616586651
101477,Neurology,B,34,6,2,64.59027392962874,5,3,0,76.5932002432687
101478,Neurology,C,22,10,2,57.74940841686217,1,0,1,62.857921440522446
101479,Neurology,B,18,6,2,90.20762792543589,2,1,0,72.97607719596228
101480,Oncology,C,28,7,2,41.418344966412896,5,3,0,72.03692233422304
101481,Neurology,B,4,7,2,54.8918318509985,3,1,0,52.93921265662379
101482,Oncology,B,23,8,1,64.72342555097279,1,1,0,49.84993365767961
101483,Cardiology,B,28,8,1,37.21467113748467,4,4,0,59.96404496712135
101484,Oncology,B,18,7,5,46.080893978900804,5,3,0,81.8558609173174
101485,Oncology,A,9,11,2,81.57520524490288,2,1,0,72.77484135032472
101486,Oncology,B,3,7,2,59.10696021511011,3,2,0,63.19683463078704
101487,Oncology,B,21,10,2,46.89917278835037,6,2,0,76.89252798208629
101488,Neurology,B,15,9,5,64.37149058131565,2,0,0,76.35687684576916
101489,Oncology,C,12,15,0,54.40542654624668,3,0,0,64.00440071903982
101490,Oncology,B,6,12,0,55.486659028581165,4,0,0,63.07152847571521
101491,Oncology,C,7,5,3,82.7124983375962,4,1,0,64.48148791409116
101492,Oncology,B,27,7,4,64.64200455687848,5,4,0,91.41452213910065
101493,Oncology,B,32,7,2,74.90272490682383,3,0,0,66.11198251705875
101494,Oncology,C,34,7,2,64.66213852775962,3,1,0,67.35746203944178
101495,Cardiology,B,30,7,1,50.3847203570096,1,1,0,45.37041437637919
101496,Neurology,B,28,6,2,60.644292699144934,3,3,0,67.57357584642851
101497,Cardiology,A,2,8,2,79.39013513712604,1,1,0,69.41064692553435
101498,Cardiology,B,8,7,2,46.26743449054053,3,1,1,60.889038153549635
101499,Oncology,B,31,10,0,56.59589215916957,2,1,0,48.33694556386284
101500,Endocrinology,C,6,10,3,61.919361231143164,4,1,1,69.20197326940999
101501,Cardiology,B,9,6,1,40.530719749747405,1,2,1,54.21394389123808
101502,Cardiology,C,20,7,5,71.51419145733692,1,1,0,72.7636826192605
101503,Oncology,B,31,12,4,66.24089487971912,2,3,0,85.43283754779648
101504,Oncology,B,12,6,4,36.78519097787886,3,5,0,71.9498038455833
101505,Oncology,B,25,8,3,52.39349106933555,3,1,0,59.56419478338154
101506,Oncology,C,16,8,1,38.6419520279954,3,3,0,56.049948355076985
101507,Cardiology,C,3,4,1,58.32631078531663,2,2,0,53.90300261612602
101508,Cardiology,A,19,10,2,55.6543527189657,0,1,0,57.72621577137644
101509,Cardiology,B,29,11,3,52.46222404871946,3,2,0,69.41680581965358
101510,Neurology,B,24,4,5,51.7414975307253,3,4,0,80.23165734153783
101511,Neurology,A,21,5,3,46.66103956629622,5,0,0,56.58950051911006
101512,Neurology,B,3,1,2,57.97457357739122,4,3,0,63.214553183497245
101513,Endocrinology,C,23,9,1,68.72598274957738,2,1,0,46.26939406797072
101514,Oncology,B,5,10,3,67.20666278799403,1,0,0,59.21519119763018
101515,Oncology,C,22,13,2,53.71213411512508,4,2,0,75.19620565524394
101516,Oncology,B,8,8,0,32.94929377769942,1,3,0,49.753777848968056
101517,Cardiology,B,30,6,2,62.98026368410269,2,3,1,76.37666176071971
101518,Endocrinology,A,27,11,3,59.08188741579326,2,1,0,73.17788101331658
101519,Oncology,C,6,7,3,52.82329508266024,3,5,0,72.52901693426887
101520,Endocrinology,C,13,10,2,70.91196980253905,2,4,0,86.43873709238726
101521,Oncology,B,31,7,1,76.47163279218191,3,1,0,60.61064849754027
101522,Endocrinology,A,24,5,5,82.72105526390358,6,1,1,90.78580175224461
101523,Oncology,B,2,4,5,87.34530900177958,3,4,0,87.36505385368575
101524,Oncology,A,33,6,0,57.75955377602919,1,2,0,48.16530222508312
101525,Cardiology,B,8,9,0,91.81695292516378,4,1,0,68.172688626396
101526,Oncology,C,22,9,1,53.537004945173685,2,3,0,60.84868281524279
101527,Oncology,A,19,6,3,60.99984223834592,5,2,1,85.69134620468967
101528,Oncology,C,8,7,3,85.78885475106038,4,3,0,84.40737491664564
101529,Neurology,B,21,7,1,46.45100627724977,5,4,0,78.5743117318872
101530,Cardiology,B,5,8,2,68.29438823205754,5,1,1,82.04959390530685
101531,Oncology,C,21,4,1,77.81958529775599,4,3,1,80.71378754282867
101532,Cardiology,A,6,7,2,54.46696965394829,1,1,0,51.958930834846925
101533,Neurology,C,11,12,1,57.046373007437275,4,1,1,82.03433167967037
101534,Oncology,A,7,9,1,80.67385197431494,4,0,0,60.1908648724672
101535,Oncology,B,24,7,3,58.65711274863375,0,0,1,54.078983022260765
101536,Oncology,C,6,2,0,54.88483077586871,7,4,0,71.64122721565167
101537,Oncology,C,24,7,3,43.44990688867182,2,1,0,52.892357996785414
101538,Neurology,B,13,9,3,51.236479294186694,5,2,0,76.84705346412713
101539,Oncology,B,28,10,2,54.13610884146159,2,1,0,53.19721725020815
101540,Cardiology,C,27,8,3,48.185792786075865,5,4,0,83.73861718325226
101541,Neurology,C,11,5,4,83.65644361005288,5,1,0,73.92141456557391
101542,Oncology,A,6,5,3,50.75735216215939,4,1,0,56.42102396018071
101543,Cardiology,C,27,11,3,86.54716662269986,1,2,1,101.29155319952116
101544,Oncology,B,31,12,2,88.53696353912132,7,2,0,94.6780695698663
101545,Endocrinology,B,30,9,0,76.65745254996922,4,3,1,83.69058479000621
101546,Cardiology,B,17,11,1,55.11455926828021,1,1,0,57.11685861441335
101547,Neurology,B,22,11,5,51.953999615204225,0,2,1,78.07426165050964
101548,Cardiology,C,8,9,0,69.3988856521289,1,0,0,43.51089303728946
101549,Oncology,B,22,9,2,60.60748204354348,5,2,1,83.59498027409967
101550,Cardiology,C,14,5,3,63.01733905970748,1,3,0,63.802726413196645
101551,Endocrinology,A,17,5,1,79.14576744088593,2,2,1,75.15870528419558
101552,Cardiology,C,18,10,1,41.28947429921713,3,2,1,71.47225899244216
101553,Neurology,C,8,15,2,58.948446991477056,4,3,1,99.55830486822725
101554,Endocrinology,B,17,7,7,59.23746937242596,6,6,1,128.37912402398453
101555,Oncology,B,33,11,2,61.98502304382556,7,2,0,86.0178536784474
101556,Oncology,B,15,7,1,73.64207749143455,6,0,0,65.67663977321135
101557,Cardiology,C,17,5,1,95.977079998308,1,0,1,63.19367958399843
101558,Oncology,C,12,8,0,56.98552410982827,3,0,0,46.70733809527654
101559,Neurology,A,15,14,3,70.19094674117441,2,1,0,78.40752957113905
101560,Endocrinology,C,33,11,2,45.742422914963605,2,2,0,62.02062901158928
101561,Oncology,B,14,11,3,61.71591162400755,2,3,0,72.87642607097617
101562,Oncology,B,2,11,0,81.33385572810124,3,1,0,83.14616613773595
101563,Neurology,C,31,13,2,64.25888174090201,3,1,0,75.83622673495832
101564,Oncology,B,25,9,2,87.0869837671586,1,3,0,65.49239418439393
101565,Neurology,C,18,8,3,50.911583998432505,3,2,0,73.9547540513146
101566,Oncology,B,16,6,1,63.353482552202365,8,5,0,85.35715172358135
101567,Neurology,A,32,5,3,39.54660849720034,1,1,0,47.966169168591534
101568,Oncology,B,31,11,2,76.40138381020925,4,2,0,83.12194983305871
101569,Cardiology,A,6,7,1,43.41666963736189,5,3,0,66.20707839712662
101570,Cardiology,C,10,7,3,61.75055159716454,5,1,0,73.45124662955955
101571,Cardiology,B,5,6,1,89.6995571319288,1,1,0,58.941936745077896
101572,Oncology,B,5,11,2,68.80682440360712,6,1,1,87.24238456878321
101573,Neurology,A,2,7,5,47.954081120321085,3,2,0,70.49570759269523
101574,Endocrinology,B,25,8,0,27.444268165926513,1,1,1,41.539949328825216
101575,Oncology,C,33,7,2,43.636254104230886,4,4,0,67.5498963745406
101576,Oncology,A,12,11,1,67.0600193455544,1,2,0,70.20414238938729
101577,Oncology,B,24,9,3,72.70440955312183,2,1,0,70.46843441477779
101578,Cardiology,C,12,7,2,59.08481841208299,3,0,1,57.12867167734386
101579,Cardiology,B,27,9,2,41.83400232282869,0,1,1,44.30217545645844
101580,Cardiology,C,7,5,1,55.33041893140496,1,0,0,39.23815559653511
101581,Oncology,A,22,5,1,56.078616713092174,5,2,0,61.44434159910948
101582,Oncology,B,20,5,4,77.47675696076492,5,3,0,83.1404299141373
101583,Cardiology,C,28,7,1,73.19070252980835,0,2,0,56.549392128560406
101584,Cardiology,C,29,10,2,64.5076564560954,4,0,1,72.44512926519421
101585,Endocrinology,B,3,10,5,75.88237686534102,2,2,0,83.55450839494158
101586,Oncology,B,25,5,2,65.65748480354102,2,1,0,59.508752601295804
101587,Neurology,B,19,5,3,76.23532926247687,4,1,0,71.17978820883928
101588,Oncology,A,8,3,4,67.7818001155755,3,2,1,68.64869553781787
101589,Oncology,C,13,11,0,65.73552764555748,4,3,0,77.05464950043083
101590,Neurology,B,12,6,4,59.48178856451459,2,2,0,69.18264504937032
101591,Neurology,B,30,9,4,88.95967928255251,2,0,1,84.33364526925322
101592,Endocrinology,C,23,4,1,66.77154239054715,1,2,0,56.12567735790385
101593,Oncology,B,4,6,3,54.507100239464776,1,2,1,62.955907174302396
101594,Oncology,B,25,9,2,40.739656764322234,5,2,1,74.01978716787045
101595,Neurology,C,30,4,2,79.3683325715973,0,3,0,63.03083158542715
101596,Cardiology,C,28,7,3,57.98370172809826,1,2,1,68.33706436192885
101597,Oncology,B,16,6,4,63.53558476879209,0,1,0,58.95588585835201
101598,Oncology,A,19,7,0,82.77651078304912,8,3,0,98.13898746759592
101599,Oncology,B,12,3,1,67.94224585905873,3,4,0,69.96498288825607
101600,Endocrinology,B,25,7,2,67.79093814572981,2,2,0,59.62863234762594
101601,Oncology,B,16,9,2,66.9567352141137,5,0,0,77.32202517018092
101602,Oncology,C,24,6,0,62.51059118439961,5,2,1,70.87735938025803
101603,Oncology,C,14,9,2,54.281596918683064,5,1,0,69.79139075210689
101604,Oncology,C,5,8,0,67.21732784897651,3,2,1,67.29346198760705
101605,Oncology,B,9,5,2,47.23661120767009,6,3,0,64.84638974620536
101606,Cardiology,C,31,8,4,54.70634297701294,1,1,0,59.644028119650955
101607,Oncology,B,17,11,3,32.40450819678192,3,4,0,73.98361971982708
101608,Neurology,A,8,5,3,46.903792363950885,3,3,0,56.67842145240372
101609,Oncology,A,26,9,1,69.3833629344099,6,2,0,74.8386775270019
101610,Cardiology,B,20,7,3,68.76214872341124,2,0,1,76.72746683433648
101611,Endocrinology,C,18,13,3,70.43366776136598,4,1,0,74.68878845159645
101612,Neurology,B,31,9,3,14.430582972015685,2,0,0,45.47023488514679
101613,Cardiology,B,16,8,2,61.27053628971062,6,3,0,85.91346647092244
101614,Oncology,C,29,8,4,75.9239015837777,5,3,0,96.33594490463031
101615,Oncology,A,21,7,2,70.8819756788907,3,0,0,55.81815509742943
101616,Neurology,C,25,6,2,58.81310647601653,5,3,0,70.38096516256068
101617,Endocrinology,B,4,14,2,69.89657667462487,3,0,0,79.80414737989952
101618,Neurology,A,3,10,4,44.89458094471828,5,3,1,90.03287289892113
101619,Cardiology,C,9,5,3,74.75508591890737,2,3,0,66.52821056172225
101620,Neurology,A,15,12,0,56.30581585490423,0,2,0,58.52834454851872
101621,Cardiology,B,14,9,1,47.423710308923994,8,1,1,70.37887582894548
101622,Oncology,B,11,13,0,59.37857905863771,1,2,1,68.22068520611889
101623,Cardiology,A,4,8,0,50.53235634143979,5,1,0,50.9358951830227
101624,Endocrinology,A,17,11,2,42.26990791597524,4,1,0,65.9178093217046
101625,Oncology,A,26,6,3,56.7227218382559,3,6,1,84.42349797346927
101626,Neurology,A,28,9,3,64.17342572308273,3,1,0,64.76773684570892
101627,Oncology,C,18,7,2,71.9395001676069,1,1,0,62.75986655817976
101628,Cardiology,B,31,3,2,66.97029647096028,4,1,0,48.09909054381484
101629,Oncology,B,21,5,3,95.99584779171852,4,2,0,84.14200803451592
101630,Cardiology,B,20,6,4,64.01453544945261,6,1,0,77.98583952448425
101631,Neurology,C,2,6,4,83.67572277099623,2,2,0,72.22785089154655
101632,Oncology,C,28,5,2,63.59135653300233,0,2,0,56.35475654114668
101633,Neurology,C,25,6,1,70.39272380067631,1,1,0,53.18357225808547
101634,Neurology,C,30,6,1,60.535157759024145,3,1,0,58.787458813599926
101635,Endocrinology,B,22,10,1,65.9200038383577,4,2,1,74.63403439005866
101636,Oncology,B,31,9,1,68.64861317944819,5,1,0,62.72121740200409
101637,Oncology,B,20,9,0,75.17693167960988,3,1,0,61.82708219818687
101638,Oncology,B,26,11,1,35.324547580907215,7,1,0,59.38494025440748
101639,Endocrinology,B,14,4,0,55.89094726605244,1,6,1,70.2548385138348
101640,Endocrinology,B,25,4,2,45.26409285894658,3,1,0,42.745646895824336
101641,Cardiology,C,29,5,2,28.997529843869888,2,3,1,53.02738674452885
101642,Neurology,C,25,8,3,68.39186221903755,3,3,0,78.05232605246438
101643,Cardiology,B,12,5,2,55.92985783241939,5,1,0,58.94710663994562
101644,Cardiology,C,2,5,3,51.11715086404824,4,2,0,66.80871677465004
101645,Oncology,B,27,10,0,62.77292203276073,1,0,1,45.614814998030994
101646,Neurology,A,16,10,1,70.70644298175726,2,2,0,65.7366860054043
101647,Oncology,B,21,6,1,68.50627732501883,6,2,1,78.23702574518393
101648,Neurology,B,15,16,1,51.274043960000796,1,1,1,73.27572417015595
101649,Neurology,A,10,10,3,61.927509066733705,4,5,0,94.34762023199008
101650,Neurology,C,30,10,2,73.20998604358101,5,0,0,66.0536394672255
101651,Oncology,B,23,6,0,30.76683586938497,4,1,0,40.29353265699973
101652,Oncology,B,33,6,3,45.93228350055784,4,3,0,74.42240303488371
101653,Oncology,A,16,11,3,58.68824181690609,3,3,0,82.01374807908833
101654,Oncology,A,28,6,0,37.466868084694326,2,2,0,44.08541851188608
101655,Oncology,C,14,12,2,44.38139987031568,0,2,0,68.89311177630958
101656,Endocrinology,B,31,13,1,79.47843120855157,5,1,0,88.30510850740897
101657,Cardiology,C,12,14,3,63.28614085507623,4,3,1,93.97691527326542
101658,Oncology,C,11,11,4,59.51710992548542,6,5,0,106.63619088904953
101659,Oncology,B,21,8,1,45.24739585314766,1,2,1,57.36434857225553
101660,Oncology,B,18,17,4,53.76220436094223,4,0,1,87.20277171630175
101661,Cardiology,C,11,7,1,39.60172075453481,0,0,0,28.898165795119457
101662,Cardiology,C,20,7,2,55.59976831105468,7,0,0,60.58505852533937
101663,Endocrinology,B,23,9,4,33.34105312386514,4,2,0,68.45243552130866
101664,Cardiology,C,5,10,3,79.61149230942056,4,1,0,84.86184214285319
101665,Endocrinology,C,27,8,4,46.488337507551364,4,2,0,66.4630008256213
101666,Endocrinology,B,24,7,3,44.61951895671902,1,1,0,48.49374991715909
101667,Oncology,B,9,6,0,58.37220011649816,4,3,1,65.72036215351058
101668,Endocrinology,C,8,8,3,66.1207598246543,6,1,0,88.38191512237572
101669,Oncology,B,34,7,1,61.24833473933276,5,4,0,76.42246979500469
101670,Neurology,A,20,8,2,70.5429144675088,2,3,0,72.99418632445862
101671,Oncology,B,2,10,1,47.65981074756922,1,1,0,51.705103719059686
101672,Endocrinology,A,4,5,2,61.86690237397747,2,3,1,73.93140298296515
101673,Endocrinology,B,11,9,0,60.327260788090065,4,3,1,79.34949360301847
101674,Neurology,C,7,9,1,66.36651499066453,2,3,1,77.05017418801577
101675,Neurology,A,27,9,2,66.73727220212838,2,0,0,46.49798483250121
101676,Oncology,B,5,7,2,72.56343713047129,2,2,0,65.80991244696033
101677,Oncology,B,19,10,3,89.36375425162501,3,0,0,74.89288514490964
101678,Oncology,B,18,7,3,58.01637995244534,3,4,0,74.04228178873856
101679,Oncology,B,34,3,1,43.20903167268057,2,3,0,49.37259189069192
101680,Neurology,B,32,11,4,52.13453394327121,4,2,0,80.38478159895331
101681,Oncology,A,15,15,3,54.802612582229905,5,4,0,97.93397804297572
101682,Endocrinology,B,28,8,1,70.02247908621001,2,1,0,52.45568440868812
101683,Cardiology,B,14,10,1,69.8128919257551,0,1,0,51.73717471860945
101684,Neurology,B,29,4,3,63.858589500716235,3,2,1,72.28692542294256
101685,Oncology,C,7,9,1,62.21965557490231,3,4,0,71.10998937134481
101686,Endocrinology,B,7,7,3,55.34918822114685,1,1,1,69.95788607664886
101687,Endocrinology,A,31,16,2,59.935147277512094,1,6,1,102.05632099498342
101688,Cardiology,C,20,4,1,41.2850567920777,3,1,1,57.83776090819457
101689,Cardiology,B,23,8,5,58.6599538121024,2,1,1,85.87934802850546
101690,Neurology,B,15,6,2,63.01630219846798,6,0,1,71.70196688098673
101691,Oncology,B,7,2,4,75.01822608205347,3,4,1,81.27704963621625
101692,Cardiology,B,3,8,1,37.19932519136094,6,3,1,86.095993732429
101693,Oncology,C,25,8,0,65.26470676714676,0,5,0,65.43717986933599
101694,Oncology,C,21,6,2,86.73837809353776,6,1,1,86.1883394502765
101695,Oncology,B,32,8,2,63.78920486376196,4,1,1,79.07920673254712
101696,Oncology,B,18,9,2,57.39923368368541,1,1,0,58.17981806290226
101697,Oncology,B,5,9,6,70.03515203225058,1,1,1,85.47890352502624
101698,Oncology,C,28,4,1,60.50813742318353,4,1,1,54.70597111726909
101699,Endocrinology,C,2,4,0,43.12565507817714,7,1,0,59.606219434437804
101700,Cardiology,A,24,6,1,58.92575003107819,1,2,1,63.365037800961744
101701,Endocrinology,A,11,6,2,70.4754893902964,2,2,0,55.87031665812803
101702,Oncology,B,26,7,0,27.81694800093002,1,1,0,39.21205579426079
101703,Oncology,A,24,5,4,54.139268271353366,3,1,1,62.39361371719879
101704,Cardiology,B,23,4,0,40.88088663839562,5,3,1,57.35727122022179
101705,Oncology,A,6,12,3,59.16770238379508,4,3,1,96.36929549005795
101706,Oncology,B,33,3,3,68.67031603255481,3,2,0,52.70592098200654
101707,Cardiology,C,6,14,5,56.95496649156702,1,2,0,87.15341114242459
101708,Oncology,C,21,4,5,52.40310824793106,1,2,0,64.27123153073994
101709,Cardiology,B,10,9,0,48.38416481336361,4,1,0,56.40698545853062
101710,Neurology,B,14,6,4,48.51650070291599,4,0,0,68.52141144429967
101711,Oncology,C,18,10,3,69.36784798313498,3,2,1,87.8054983084252
101712,Oncology,A,18,11,2,68.28595593508669,2,2,0,74.28097065446435
101713,Neurology,B,23,8,1,85.36157610522234,9,4,1,101.87648179969517
101714,Cardiology,B,18,14,1,67.22378413401088,6,4,0,90.41769827017526
101715,Oncology,B,5,8,0,74.77514779750126,4,3,0,74.90419854371868
101716,Endocrinology,B,33,11,0,43.83902208059715,2,1,0,54.51356340001243
101717,Oncology,A,32,7,4,56.247492946536035,5,4,1,94.08055720511875
101718,Neurology,B,3,7,2,42.18236316957631,1,5,0,71.64044088502027
101719,Endocrinology,B,34,8,2,56.0121238121201,0,1,0,53.62957764717357
101720,Oncology,B,8,6,0,51.4121448409629,2,2,0,50.22451046419168
101721,Oncology,A,22,4,2,64.33919718638693,4,3,0,59.58529820939015
101722,Oncology,C,30,12,2,59.08594058609752,4,0,1,70.33548321953593
101723,Oncology,B,21,9,1,69.11103719522465,2,1,0,59.046335814922365
101724,Oncology,B,16,5,1,77.70852196788915,7,2,1,83.54920921564776
101725,Neurology,B,25,9,3,64.465166107404,2,3,0,73.80608032859678
101726,Oncology,B,11,7,3,58.914224979107395,4,2,1,80.83683520363533
101727,Cardiology,A,9,6,0,62.64149574905068,1,3,0,55.59869014208407
101728,Endocrinology,C,22,7,4,87.61436259033431,1,4,1,96.2437180395876
101729,Neurology,A,23,8,1,47.814866898567644,7,3,0,71.6184586709466
101730,Cardiology,A,15,10,1,60.47489578541254,2,6,0,79.6378062435994
101731,Oncology,C,32,10,2,45.230488179504114,1,1,1,64.83797728784049
101732,Cardiology,B,30,7,2,55.06589165555709,4,0,1,70.3137057535725
101733,Cardiology,B,15,7,2,68.6057496327842,3,3,0,70.18239738554544
101734,Oncology,B,19,4,1,65.43963018034007,2,3,0,56.46325869860434
101735,Oncology,B,8,7,2,61.10072135454522,3,4,0,70.36818413333476
101736,Endocrinology,C,15,4,0,37.54981026734247,4,1,0,32.71201352076726
101737,Oncology,B,19,10,1,72.11667867950753,6,2,0,86.98721789441021
101738,Oncology,B,8,9,2,79.67530530098614,5,4,0,87.16998435135667
101739,Oncology,C,11,7,4,36.33904220793011,1,1,0,59.63147736156465
101740,Oncology,B,31,10,3,69.02152226276895,3,2,1,87.31333485051447
101741,Neurology,B,23,4,1,41.808041552492206,2,1,0,42.77010800291356
101742,Neurology,B,3,8,2,74.86627817905021,2,3,0,79.77407065468284
101743,Neurology,B,20,8,1,72.59332952856514,2,4,0,78.47938099675665
101744,Oncology,C,9,5,2,80.42570015866603,3,1,1,76.20080996491527
101745,Oncology,C,25,7,1,52.30847785516668,3,0,0,37.12871578623156
101746,Cardiology,A,25,9,4,50.876691727829936,3,1,1,73.58590738342006
101747,Oncology,A,15,6,4,88.32329462475154,2,3,0,84.23805289689435
101748,Oncology,A,31,12,1,57.42078793517487,4,2,1,85.35368811351739
101749,Neurology,B,5,10,2,52.66403685169463,2,2,0,65.50720304483238
101750,Oncology,A,3,11,3,48.27592565117613,4,2,0,75.67686565814016
101751,Cardiology,B,31,7,3,38.21071314032918,2,3,0,59.19751692510661
101752,Oncology,C,11,7,1,54.496090712411906,1,0,0,36.87297457045399
101753,Oncology,C,32,7,2,73.28773469271447,6,4,0,95.82938917896544
101754,Oncology,B,30,9,0,38.45642309337026,0,1,1,35.06604059164326
101755,Endocrinology,B,24,5,3,58.53903038430042,2,4,0,68.85267259679541
101756,Neurology,B,11,8,2,60.556082248889574,2,1,1,67.93912670375383
101757,Endocrinology,C,20,9,7,41.53267482345827,0,1,0,72.02635548549392
101758,Cardiology,C,21,2,2,39.26716230338637,2,3,0,53.66051649090869
101759,Oncology,C,23,8,1,57.95712115971358,7,2,0,73.1371350937056
101760,Cardiology,B,4,4,1,75.54754387459128,0,1,0,54.48385693208976
101761,Cardiology,B,15,16,0,44.509602259117095,2,2,1,73.77148436721534
101762,Neurology,A,2,6,0,52.486933931282664,2,1,1,43.522624743016515
101763,Oncology,B,33,13,1,59.493832143101535,4,1,1,78.31239862821094
101764,Cardiology,B,4,7,2,83.52487898355577,5,0,0,65.51942847868182
101765,Oncology,B,23,6,0,70.43574360148166,2,2,1,65.71965990098379
101766,Oncology,B,25,6,2,83.07963601004455,3,4,0,91.74191553216014
101767,Neurology,B,26,2,5,72.51542723111584,3,0,0,58.27070959285043
101768,Cardiology,A,33,9,1,75.23490321552629,4,2,0,74.83733902091231
101769,Oncology,A,11,5,2,36.34232964405814,3,3,1,61.30750905879868
101770,Oncology,A,27,4,1,21.489568608500896,4,2,1,56.81030480772705
101771,Cardiology,A,11,6,0,73.34698449928135,2,5,0,67.19876689588494
101772,Neurology,A,31,9,3,65.57991042478473,4,3,1,87.40799439109057
101773,Endocrinology,B,15,4,2,27.683127875017398,5,2,0,56.092130892467296
101774,Endocrinology,B,16,5,2,47.84054070011328,3,0,0,45.11125590321982
101775,Neurology,C,21,7,2,53.172200493671696,6,4,0,82.77117744095064
101776,Oncology,B,34,6,1,71.4610009589941,6,0,0,56.913921610730895
101777,Neurology,A,23,6,0,61.21917867619097,6,0,0,48.10390281427618
101778,Oncology,B,6,17,2,72.67337436018933,5,0,0,88.0825205931339
101779,Oncology,C,24,6,2,41.74076260845924,3,0,0,45.61059841568881
101780,Neurology,B,19,13,3,34.6961499058729,2,7,0,86.50097284363372
101781,Oncology,B,13,6,1,30.92516939399195,5,2,0,52.05794054235158
101782,Endocrinology,B,14,8,6,67.35348584453095,1,0,1,79.82821503311182
101783,Cardiology,C,6,10,0,57.95900675794959,7,1,0,79.21945464925003
101784,Cardiology,C,22,6,2,61.7339646138671,3,2,0,66.20677306413866
101785,Neurology,B,32,12,3,62.59974621848265,3,2,0,75.07253911629716
101786,Endocrinology,C,17,9,1,29.075619443424817,3,2,1,50.70996641114372
101787,Cardiology,C,29,8,0,58.54270664431417,3,2,1,69.40046688286274
101788,Cardiology,B,29,1,4,75.2873976535304,5,3,1,83.74305807216327
101789,Oncology,B,17,6,2,76.31219035653794,2,0,0,60.01932592072134
101790,Cardiology,B,8,2,2,49.423815145860665,2,2,0,46.87927139226773
101791,Oncology,C,31,12,2,50.4177327641631,5,3,0,84.45725722668772
101792,Neurology,A,12,10,1,66.38341832869997,3,5,0,76.53793309676895
101793,Cardiology,C,7,8,0,60.44200076941796,5,1,1,77.9250569375605
101794,Neurology,A,33,10,2,41.086897091168055,0,1,0,55.53104812852862
101795,Oncology,B,13,5,4,53.451835326629144,5,0,0,71.01684920427832
101796,Oncology,C,12,9,1,70.63189009030127,2,0,1,69.32278064040072
101797,Neurology,B,25,10,2,44.54193389383229,2,0,1,59.779404993976236
101798,Oncology,B,15,8,2,88.87918330591859,4,5,0,92.69055710754206
101799,Oncology,A,7,16,2,59.59636494441732,3,1,0,83.55826705671967
101800,Oncology,B,17,6,1,53.55223764915515,3,0,0,54.12034904776512
101801,Endocrinology,A,9,9,2,73.99058003401088,3,2,1,83.82962936972271
101802,Neurology,B,3,8,1,65.18538480868943,5,4,1,86.11359134516933
101803,Oncology,B,7,11,2,70.35096848364957,2,1,1,76.21417493696782
101804,Oncology,C,3,7,1,35.73121884628471,5,0,0,51.09242497161318
101805,Oncology,C,29,11,3,62.5314083423446,3,3,0,84.98471941257174
101806,Neurology,A,21,15,0,70.58619801847115,2,3,0,79.30391494437042
101807,Neurology,C,30,11,1,62.82553954849744,1,4,1,90.59553454996515
101808,Oncology,A,27,5,3,72.39695024134024,4,6,0,97.97898468026769
101809,Oncology,A,34,8,3,82.65414817488973,2,4,1,94.9940476306133
101810,Oncology,A,8,9,1,71.44291678265687,3,2,0,65.32757689676973
101811,Neurology,C,12,6,3,60.81484302596105,6,0,0,68.48501235197166
101812,Neurology,C,33,8,6,84.94991465786819,3,1,1,99.13556683675498
101813,Oncology,A,29,12,4,80.18720753770056,0,1,1,89.3292797533032
101814,Oncology,A,19,5,2,75.21007589959815,3,2,0,63.99124942651928
